timestamp,hour,weekday,is_weekend,month,season_dry,season_rainy,season_harmattan,temperature,is_rain_day,holiday_type_national,holiday_type_religious,is_lockdown,load_kw
01-01-2020 18:00,18,2,0,1,FALSE,FALSE,TRUE,36.4,0,1,0,0,80409.93981
01-01-2020 19:00,19,2,0,1,FALSE,FALSE,TRUE,25.2,0,1,0,0,72909.24075
01-01-2020 20:00,20,2,0,1,FALSE,FALSE,TRUE,25.2,0,1,0,0,80104.12192
01-01-2020 21:00,21,2,0,1,FALSE,FALSE,TRUE,25.2,0,1,0,0,75875.55925
01-01-2020 22:00,22,2,0,1,FALSE,FALSE,TRUE,25.2,0,1,0,0,44268.82051
01-01-2020 23:00,23,2,0,1,FALSE,FALSE,TRUE,25.2,0,1,0,0,40538.12953
02-01-2020 00:00,0,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,57439.04319
02-01-2020 01:00,1,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59077.30647
02-01-2020 02:00,2,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,55922.51606
02-01-2020 03:00,3,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59739.24505
02-01-2020 04:00,4,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,57298.40328
02-01-2020 05:00,5,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,58070.76563
02-01-2020 06:00,6,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88595.73347
02-01-2020 07:00,7,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,94730.69546
02-01-2020 08:00,8,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90066.25694
02-01-2020 09:00,9,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,87455.72268
02-01-2020 10:00,10,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92156.36228
02-01-2020 11:00,11,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,87047.89088
02-01-2020 12:00,12,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117122.159
02-01-2020 13:00,13,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,111700.8247
02-01-2020 14:00,14,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113279.5349
02-01-2020 15:00,15,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117092.1531
02-01-2020 16:00,16,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118446.1664
02-01-2020 17:00,17,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117028.4207
02-01-2020 18:00,18,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,137510.8793
02-01-2020 19:00,19,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,126647.2408
02-01-2020 20:00,20,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,123703.695
02-01-2020 21:00,21,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,125600.3895
02-01-2020 22:00,22,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,72348.40307
02-01-2020 23:00,23,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,76142.80557
03-01-2020 00:00,0,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59659.04572
03-01-2020 01:00,1,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,54392.39961
03-01-2020 02:00,2,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59610.20992
03-01-2020 03:00,3,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,57837.2943
03-01-2020 04:00,4,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,57107.695
03-01-2020 05:00,5,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,60329.19072
03-01-2020 06:00,6,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92677.49881
03-01-2020 07:00,7,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92428.2003
03-01-2020 08:00,8,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88001.95619
03-01-2020 09:00,9,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,89326.96906
03-01-2020 10:00,10,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90928.15858
03-01-2020 11:00,11,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92538.86282
03-01-2020 12:00,12,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,115402.0644
03-01-2020 13:00,13,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,116135.8526
03-01-2020 14:00,14,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113834.1626
03-01-2020 15:00,15,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113609.4834
03-01-2020 16:00,16,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118631.3146
03-01-2020 17:00,17,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,119990.6001
03-01-2020 18:00,18,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,137619.9747
03-01-2020 19:00,19,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,129908.8322
03-01-2020 20:00,20,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,128304.0901
03-01-2020 21:00,21,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,125787.2006
03-01-2020 22:00,22,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,74403.48901
03-01-2020 23:00,23,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,77345.09142
04-01-2020 00:00,0,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49890.4349
04-01-2020 01:00,1,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,53891.60914
04-01-2020 02:00,2,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,43430.63724
04-01-2020 03:00,3,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,52034.75626
04-01-2020 04:00,4,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,50197.61767
04-01-2020 05:00,5,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49232.48162
04-01-2020 06:00,6,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,76814.40194
04-01-2020 07:00,7,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,71616.07771
04-01-2020 08:00,8,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,76035.82028
04-01-2020 09:00,9,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,77477.78143
04-01-2020 10:00,10,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,80279.73511
04-01-2020 11:00,11,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,75289.32445
04-01-2020 12:00,12,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,97088.76599
04-01-2020 13:00,13,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,97855.60739
04-01-2020 14:00,14,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,101398.5053
04-01-2020 15:00,15,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,99931.87777
04-01-2020 16:00,16,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,97785.59949
04-01-2020 17:00,17,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,100393.1686
04-01-2020 18:00,18,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117372.6939
04-01-2020 19:00,19,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,110711.6125
04-01-2020 20:00,20,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,106534.8673
04-01-2020 21:00,21,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,107470.8446
04-01-2020 22:00,22,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,61494.72962
04-01-2020 23:00,23,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,58816.21263
05-01-2020 00:00,0,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,50720.30069
05-01-2020 01:00,1,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,50632.63818
05-01-2020 02:00,2,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49992.78364
05-01-2020 03:00,3,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49393.53217
05-01-2020 04:00,4,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,46441.57314
05-01-2020 05:00,5,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,48928.38669
05-01-2020 06:00,6,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,75728.21371
05-01-2020 07:00,7,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,74579.30683
05-01-2020 08:00,8,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,76181.78572
05-01-2020 09:00,9,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,77595.12714
05-01-2020 10:00,10,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,81300.46475
05-01-2020 11:00,11,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,77021.44453
05-01-2020 12:00,12,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,99753.87598
05-01-2020 13:00,13,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,98923.88521
05-01-2020 14:00,14,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,94313.07196
05-01-2020 15:00,15,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,99043.71531
05-01-2020 16:00,16,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,99260.57552
05-01-2020 17:00,17,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,105268.1053
05-01-2020 18:00,18,6,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,116649.0976
05-01-2020 19:00,19,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,109043.8684
05-01-2020 20:00,20,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,108203.2206
05-01-2020 21:00,21,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,105368.3049
05-01-2020 22:00,22,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,65332.05704
05-01-2020 23:00,23,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,64354.83258
06-01-2020 00:00,0,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,60777.57987
06-01-2020 01:00,1,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,56526.53136
06-01-2020 02:00,2,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,62306.98578
06-01-2020 03:00,3,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,55295.37234
06-01-2020 04:00,4,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,60267.14273
06-01-2020 05:00,5,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,64276.13906
06-01-2020 06:00,6,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,87623.65919
06-01-2020 07:00,7,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88684.25568
06-01-2020 08:00,8,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90349.12841
06-01-2020 09:00,9,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88841.31086
06-01-2020 10:00,10,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,86223.34142
06-01-2020 11:00,11,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90271.40744
06-01-2020 12:00,12,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113944.2407
06-01-2020 13:00,13,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117783.9811
06-01-2020 14:00,14,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114301.4394
06-01-2020 15:00,15,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,120474.836
06-01-2020 16:00,16,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114641.8668
06-01-2020 17:00,17,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,115794.8462
06-01-2020 18:00,18,0,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,139833.793
06-01-2020 19:00,19,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,124322.8392
06-01-2020 20:00,20,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,127968.6498
06-01-2020 21:00,21,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,130667.8569
06-01-2020 22:00,22,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,69481.29191
06-01-2020 23:00,23,0,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,73961.58465
07-01-2020 00:00,0,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59449.70699
07-01-2020 01:00,1,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,60754.55718
07-01-2020 02:00,2,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,55707.62322
07-01-2020 03:00,3,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,55498.85847
07-01-2020 04:00,4,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,60104.85391
07-01-2020 05:00,5,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59542.46168
07-01-2020 06:00,6,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90726.23213
07-01-2020 07:00,7,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90966.12052
07-01-2020 08:00,8,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88399.9382
07-01-2020 09:00,9,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90680.63424
07-01-2020 10:00,10,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90832.68118
07-01-2020 11:00,11,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88314.12145
07-01-2020 12:00,12,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,121264.4363
07-01-2020 13:00,13,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117784.5823
07-01-2020 14:00,14,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113621.7413
07-01-2020 15:00,15,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118241.384
07-01-2020 16:00,16,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114163.2958
07-01-2020 17:00,17,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118567.7115
07-01-2020 18:00,18,1,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,140696.4889
07-01-2020 19:00,19,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,125348.2942
07-01-2020 20:00,20,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,129808.4403
07-01-2020 21:00,21,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,128431.9523
07-01-2020 22:00,22,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,75555.1504
07-01-2020 23:00,23,1,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,78241.98246
08-01-2020 00:00,0,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,58186.52971
08-01-2020 01:00,1,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,56915.65959
08-01-2020 02:00,2,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,56576.21393
08-01-2020 03:00,3,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,56760.47429
08-01-2020 04:00,4,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,58607.24573
08-01-2020 05:00,5,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59652.87994
08-01-2020 06:00,6,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90791.727
08-01-2020 07:00,7,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92167.95812
08-01-2020 08:00,8,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90132.50473
08-01-2020 09:00,9,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,93733.83519
08-01-2020 10:00,10,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,89438.35792
08-01-2020 11:00,11,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,96900.42292
08-01-2020 12:00,12,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118164.1684
08-01-2020 13:00,13,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114457.1061
08-01-2020 14:00,14,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113922.7688
08-01-2020 15:00,15,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117806.181
08-01-2020 16:00,16,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,116041.343
08-01-2020 17:00,17,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118385.0012
08-01-2020 18:00,18,2,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,138983.0941
08-01-2020 19:00,19,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,127217.9277
08-01-2020 20:00,20,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,125283.0157
08-01-2020 21:00,21,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,123612.8819
08-01-2020 22:00,22,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,72383.71262
08-01-2020 23:00,23,2,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,75640.99699
09-01-2020 00:00,0,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59335.23436
09-01-2020 01:00,1,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,55685.65305
09-01-2020 02:00,2,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59232.95231
09-01-2020 03:00,3,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59763.29345
09-01-2020 04:00,4,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,56590.35641
09-01-2020 05:00,5,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59184.31276
09-01-2020 06:00,6,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90245.5218
09-01-2020 07:00,7,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,87242.57426
09-01-2020 08:00,8,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90994.4684
09-01-2020 09:00,9,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,91501.96132
09-01-2020 10:00,10,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92807.62811
09-01-2020 11:00,11,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92734.50513
09-01-2020 12:00,12,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,113155.8266
09-01-2020 13:00,13,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114255.4374
09-01-2020 14:00,14,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117887.5882
09-01-2020 15:00,15,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117884.4649
09-01-2020 16:00,16,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117887.6192
09-01-2020 17:00,17,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,126231.8287
09-01-2020 18:00,18,3,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,139227.2263
09-01-2020 19:00,19,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,130238.9141
09-01-2020 20:00,20,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,129785.0044
09-01-2020 21:00,21,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,129028.4781
09-01-2020 22:00,22,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,72711.82689
09-01-2020 23:00,23,3,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,75397.42305
10-01-2020 00:00,0,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,56867.93696
10-01-2020 01:00,1,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,58207.95348
10-01-2020 02:00,2,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,57586.59113
10-01-2020 03:00,3,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59004.68535
10-01-2020 04:00,4,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,64586.64642
10-01-2020 05:00,5,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,54131.83702
10-01-2020 06:00,6,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,91815.65048
10-01-2020 07:00,7,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,86068.21032
10-01-2020 08:00,8,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,88920.17034
10-01-2020 09:00,9,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,92822.37649
10-01-2020 10:00,10,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,90260.70005
10-01-2020 11:00,11,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,87405.63806
10-01-2020 12:00,12,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114811.7407
10-01-2020 13:00,13,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118298.9944
10-01-2020 14:00,14,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114774.0834
10-01-2020 15:00,15,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,117141.1465
10-01-2020 16:00,16,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,116713.9296
10-01-2020 17:00,17,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,114970.9991
10-01-2020 18:00,18,4,0,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,143159.8602
10-01-2020 19:00,19,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,128984.7976
10-01-2020 20:00,20,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,122337.1435
10-01-2020 21:00,21,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,127866.1358
10-01-2020 22:00,22,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,71845.53384
10-01-2020 23:00,23,4,0,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,75631.08334
11-01-2020 00:00,0,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,47998.69815
11-01-2020 01:00,1,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49693.1589
11-01-2020 02:00,2,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,51242.4682
11-01-2020 03:00,3,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,52144.38799
11-01-2020 04:00,4,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,46979.25898
11-01-2020 05:00,5,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49143.74691
11-01-2020 06:00,6,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,75397.63672
11-01-2020 07:00,7,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,74951.67692
11-01-2020 08:00,8,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,80998.6356
11-01-2020 09:00,9,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,77597.45428
11-01-2020 10:00,10,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,73432.79011
11-01-2020 11:00,11,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,78879.65487
11-01-2020 12:00,12,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,104415.3905
11-01-2020 13:00,13,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,101691.1632
11-01-2020 14:00,14,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,95311.57509
11-01-2020 15:00,15,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,97899.41482
11-01-2020 16:00,16,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,102277.2779
11-01-2020 17:00,17,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,97340.82634
11-01-2020 18:00,18,5,1,1,FALSE,FALSE,TRUE,36.4,0,0,0,0,118239.5486
11-01-2020 19:00,19,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,110226.5851
11-01-2020 20:00,20,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,105972.6738
11-01-2020 21:00,21,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,108141.1866
11-01-2020 22:00,22,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,54371.83165
11-01-2020 23:00,23,5,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,59914.0309
12-01-2020 00:00,0,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,49348.57962
12-01-2020 01:00,1,6,1,1,FALSE,FALSE,TRUE,25.2,0,0,0,0,46860.54205
